Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","11","Austria","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","152","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","11","Austria","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","114","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","11","Austria","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","66","Fc","Calculated data"
"FBS","Food Balances (2010-)","11","Austria","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","7.67","Fc","Calculated data"
"FBS","Food Balances (2010-)","11","Austria","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","3.75","Fc","Calculated data"
"FBS","Food Balances (2010-)","52","Azerbaijan","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","109","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","52","Azerbaijan","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","35","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","52","Azerbaijan","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","47","Fc","Calculated data"
"FBS","Food Balances (2010-)","52","Azerbaijan","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","4.7","Fc","Calculated data"
"FBS","Food Balances (2010-)","52","Azerbaijan","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","2.93","Fc","Calculated data"
"FBS","Food Balances (2010-)","12","Bahamas","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","7","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","12","Bahamas","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","26","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","12","Bahamas","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","239","Fc","Calculated data"
"FBS","Food Balances (2010-)","12","Bahamas","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","21.02","Fc","Calculated data"
"FBS","Food Balances (2010-)","12","Bahamas","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","16.69","Fc","Calculated data"
"FBS","Food Balances (2010-)","16","Bangladesh","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","255","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","16","Bangladesh","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","16","Bangladesh","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balances (2010-)","16","Bangladesh","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.5","Fc","Calculated data"
"FBS","Food Balances (2010-)","16","Bangladesh","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.54","Fc","Calculated data"
"FBS","Food Balances (2010-)","14","Barbados","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","17","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","14","Barbados","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","14","Barbados","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","206","Fc","Calculated data"
"FBS","Food Balances (2010-)","14","Barbados","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","15.77","Fc","Calculated data"
"FBS","Food Balances (2010-)","14","Barbados","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","15.47","Fc","Calculated data"
"FBS","Food Balances (2010-)","57","Belarus","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","466","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","57","Belarus","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","11","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","57","Belarus","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","98","Fc","Calculated data"
"FBS","Food Balances (2010-)","57","Belarus","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","9.75","Fc","Calculated data"
"FBS","Food Balances (2010-)","57","Belarus","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","6.28","Fc","Calculated data"
"FBS","Food Balances (2010-)","255","Belgium","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","470","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","255","Belgium","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","303","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","255","Belgium","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","40","Fc","Calculated data"
"FBS","Food Balances (2010-)","255","Belgium","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","4.06","Fc","Calculated data"
"FBS","Food Balances (2010-)","255","Belgium","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","2.51","Fc","Calculated data"
"FBS","Food Balances (2010-)","23","Belize","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","20","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","23","Belize","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","23","Belize","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","111","Fc","Calculated data"
"FBS","Food Balances (2010-)","23","Belize","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","8.32","Fc","Calculated data"
"FBS","Food Balances (2010-)","23","Belize","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","8.38","Fc","Calculated data"
"FBS","Food Balances (2010-)","53","Benin","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","15","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","53","Benin","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","117","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","53","Benin","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","26","Fc","Calculated data"
"FBS","Food Balances (2010-)","53","Benin","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","3.54","Fc","Calculated data"
"FBS","Food Balances (2010-)","53","Benin","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","1.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","19","Bolivia (Plurinational State of)","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","485","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","19","Bolivia (Plurinational State of)","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","19","Bolivia (Plurinational State of)","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","185","Fc","Calculated data"
"FBS","Food Balances (2010-)","19","Bolivia (Plurinational State of)","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","13.57","Fc","Calculated data"
"FBS","Food Balances (2010-)","19","Bolivia (Plurinational State of)","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","14.13","Fc","Calculated data"
"FBS","Food Balances (2010-)","80","Bosnia and Herzegovina","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","62","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","80","Bosnia and Herzegovina","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","12","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","80","Bosnia and Herzegovina","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","66","Fc","Calculated data"
"FBS","Food Balances (2010-)","80","Bosnia and Herzegovina","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","6.72","Fc","Calculated data"
"FBS","Food Balances (2010-)","80","Bosnia and Herzegovina","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","4.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","20","Botswana","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","4","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","20","Botswana","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","5","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","20","Botswana","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","13","Fc","Calculated data"
"FBS","Food Balances (2010-)","20","Botswana","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","1.37","Fc","Calculated data"
"FBS","Food Balances (2010-)","20","Botswana","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.82","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","14095","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","3","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","204","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","15.6","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","15.3","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","118","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","108","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","85","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","8.9","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","5.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","42","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.73","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.46","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","7","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","2","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.1","Fc","Calculated data"
"FBS","Food Balances (2010-)","35","Cabo Verde","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","35","Cabo Verde","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","13","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","35","Cabo Verde","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","61","Fc","Calculated data"
"FBS","Food Balances (2010-)","35","Cabo Verde","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","6.44","Fc","Calculated data"
"FBS","Food Balances (2010-)","35","Cabo Verde","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","3.73","Fc","Calculated data"
"FBS","Food Balances (2010-)","115","Cambodia","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","28","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","115","Cambodia","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","15","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","115","Cambodia","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","11","Fc","Calculated data"
"FBS","Food Balances (2010-)","115","Cambodia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.77","Fc","Calculated data"
"FBS","Food Balances (2010-)","115","Cambodia","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.85","Fc","Calculated data"
"FBS","Food Balances (2010-)","32","Cameroon","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","80","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","32","Cameroon","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","32","Cameroon","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","11","Fc","Calculated data"
"FBS","Food Balances (2010-)","32","Cameroon","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","1.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","32","Cameroon","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.68","Fc","Calculated data"
"FBS","Food Balances (2010-)","33","Canada","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","1474","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","33","Canada","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","177","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","33","Canada","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","160","Fc","Calculated data"
"FBS","Food Balances (2010-)","33","Canada","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","14.36","Fc","Calculated data"
"FBS","Food Balances (2010-)","33","Canada","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","10.95","Fc","Calculated data"
"FBS","Food Balances (2010-)","37","Central African Republic","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","7","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","37","Central African Republic","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","6","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","37","Central African Republic","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","9","Fc","Calculated data"
"FBS","Food Balances (2010-)","37","Central African Republic","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.93","Fc","Calculated data"
"FBS","Food Balances (2010-)","37","Central African Republic","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.58","Fc","Calculated data"
"FBS","Food Balances (2010-)","39","Chad","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","7","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","39","Chad","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","39","Chad","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balances (2010-)","39","Chad","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.14","Fc","Calculated data"
"FBS","Food Balances (2010-)","39","Chad","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","40","Chile","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","762","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","40","Chile","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","160","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","40","Chile","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","166","Fc","Calculated data"
"FBS","Food Balances (2010-)","40","Chile","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","13.13","Fc","Calculated data"
"FBS","Food Balances (2010-)","40","Chile","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","12.3","Fc","Calculated data"
"FBS","Food Balances (2010-)","351","China","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","20728","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balances (2010-)","351","China","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","1567","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balances (2010-)","351","China","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","68","Fc","Calculated data"
"FBS","Food Balances (2010-)","351","China","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","4.68","Fc","Calculated data"
"FBS","Food Balances (2010-)","351","China","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","5.28","Fc","Calculated data"
"FBS","Food Balances (2010-)","96","China, Hong Kong SAR","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","25","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","96","China, Hong Kong SAR","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","821","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","96","China, Hong Kong SAR","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","157","Fc","Calculated data"
"FBS","Food Balances (2010-)","96","China, Hong Kong SAR","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","16.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","96","China, Hong Kong SAR","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","9.56","Fc","Calculated data"
"FBS","Food Balances (2010-)","128","China, Macao SAR","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","4","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","128","China, Macao SAR","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","26","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","128","China, Macao SAR","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","140","Fc","Calculated data"
"FBS","Food Balances (2010-)","128","China, Macao SAR","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","11.65","Fc","Calculated data"
"FBS","Food Balances (2010-)","128","China, Macao SAR","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","10.04","Fc","Calculated data"
"FBS","Food Balances (2010-)","41","China, mainland","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","20045","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","41","China, mainland","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","504","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","41","China, mainland","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","66","Fc","Calculated data"
"FBS","Food Balances (2010-)","41","China, mainland","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","4.5","Fc","Calculated data"
